Frequency [Hz],Both dewhiteners magnitude,Both dewhiteners phase [deg],First dewhitener magnitude,First dewhitener phase [deg],Second dewhitener magnitude,Second dewhitener phase [deg],No dewhiteners magnitude,No dewhiteners phase [deg]
283,0.036594994,-27.52627,0.11431199,157.1244,0.11248791,157.13638,0.35172215,-18.243378
284,0.036592212,-27.553333,0.11430885,157.07072,0.11238658,157.0473,0.35180423,-18.31967
285,0.036567062,-27.506922,0.11432282,157.03046,0.1124021,156.96141,0.35172349,-18.403101
286,0.036583237,-27.50868,0.11433542,156.98126,0.11244413,156.94937,0.35174528,-18.454174
287,0.036600713,-27.615116,0.11431598,156.93286,0.11249501,156.92297,0.35177359,-18.512459
288,0.036623813,-27.706013,0.11430113,156.88168,0.11247843,156.96617,0.35178974,-18.571251
289,0.036572028,-27.727388,0.11427355,156.8264,0.11246315,156.91997,0.35189602,-18.649614
290,0.036566734,-27.739016,0.11427298,156.77777,0.11228474,156.82164,0.35173073,-18.710176
291,0.036555573,-27.684013,0.11425994,156.73167,0.11239792,156.71255,0.35162014,-18.781616
292,0.03655846,-27.714937,0.11423355,156.69147,0.11249343,156.62585,0.35171214,-18.858358
293,0.036495164,-27.774212,0.11425029,156.64452,0.11242624,156.571,0.35177323,-18.900095
294,0.036507402,-27.879469,0.1142436,156.59013,0.11249319,156.51721,0.35182559,-18.959955
295,0.036534104,-27.898073,0.11425614,156.5267,0.11251178,156.44469,0.35180533,-19.009321
296,0.036481015,-27.95657,0.11425183,156.47923,0.11239991,156.41559,0.351688,-19.081623
297,0.036555327,-28.055206,0.11425192,156.43843,0.11227457,156.46381,0.35165635,-19.166636
298,0.036552548,-28.096352,0.11422522,156.38042,0.11220821,156.40182,0.35182145,-19.224926
299,0.036478475,-28.110674,0.11420021,156.32376,0.11246417,156.28723,0.35173267,-19.284113
300,0.036491547,-28.08264,0.1141797,156.29288,0.11247351,156.19658,0.35168996,-19.360876
301,0.03650333,-28.084303,0.11421223,156.2572,0.1124979,156.14162,0.35172921,-19.403072
302,0.036519688,-28.120798,0.11424314,156.18214,0.11245307,156.12231,0.35178551,-19.47065
303,0.036466125,-28.270332,0.1142284,156.12079,0.11244749,156.04414,0.35176826,-19.534838
304,0.036445595,-28.268015,0.1141787,156.07817,0.11244676,155.97107,0.3516916,-19.617264
305,0.036522146,-28.18512,0.11419711,156.03343,0.11242425,155.99324,0.35176486,-19.670858
306,0.036446001,-28.288767,0.11424092,155.98485,0.11241014,156.01817,0.35165057,-19.729496
307,0.036475252,-28.424543,0.11419867,155.91882,0.11224421,155.94225,0.35166174,-19.801044
308,0.036464646,-28.475925,0.11421215,155.86038,0.11220124,155.81447,0.35173175,-19.858368
309,0.036507558,-28.460152,0.11420173,155.82629,0.1124042,155.79337,0.35174537,-19.924423
310,0.036538631,-28.503889,0.11418638,155.77446,0.11247855,155.8219,0.35170785,-20.002832
311,0.036512282,-28.51442,0.11418906,155.71967,0.11227027,155.70372,0.35184857,-20.064234
312,0.036498092,-28.488142,0.11418108,155.6673,0.11224002,155.60487,0.35184672,-20.133701
313,0.0365218,-28.595379,0.11417564,155.62598,0.11232026,155.53897,0.35170665,-20.199162
314,0.036510579,-28.644384,0.11415485,155.58351,0.11235265,155.47371,0.35174635,-20.247807
315,0.036481172,-28.673592,0.11416567,155.52245,0.11243039,155.50331,0.35168257,-20.317835
316,0.036429625,-28.752972,0.1141864,155.46512,0.11233831,155.50357,0.3516973,-20.383863
317,0.036456268,-28.761864,0.11418059,155.38934,0.11219516,155.4182,0.35174686,-20.456724
318,0.036470551,-28.763811,0.11414564,155.35585,0.11216819,155.45844,0.35180384,-20.52318
319,0.036412723,-28.775654,0.11411238,155.30583,0.11234767,155.35364,0.35175008,-20.592669
320,0.036424082,-28.775402,0.11411705,155.25133,0.11240943,155.30707,0.35175902,-20.632622
321,0.036467444,-28.867371,0.11411942,155.20337,0.11253481,155.31047,0.35172468,-20.697515
322,0.036533389,-28.90394,0.11413991,155.1501,0.11248115,155.28206,0.35166699,-20.77441
323,0.036526375,-29.03945,0.11414249,155.07631,0.1124384,155.19646,0.35162252,-20.830477
324,0.036463909,-29.036022,0.11411736,155.03424,0.11220858,155.05711,0.35173175,-20.892563
325,0.036428567,-29.008493,0.11411619,154.99841,0.1122728,155.04231,0.35174012,-20.948812
326,0.036444049,-29.042042,0.11410393,154.94168,0.11242366,154.96849,0.35166761,-21.031525
327,0.036470853,-29.145744,0.11410613,154.87221,0.11231749,154.89566,0.35168877,-21.10111
328,0.036460776,-29.240421,0.1141146,154.83995,0.11249608,154.83055,0.35177234,-21.151215
329,0.036454521,-29.278732,0.11411995,154.77792,0.11243843,154.8203,0.35171658,-21.210976
330,0.036441177,-29.240583,0.11411574,154.74187,0.11226612,154.83217,0.35173109,-21.302687
331,0.036426544,-29.259384,0.11406521,154.6916,0.11204084,154.69681,0.35159716,-21.353945
332,0.036413535,-29.431982,0.11407216,154.6545,0.11216531,154.59019,0.35153189,-21.40748
333,0.036426555,-29.381128,0.11409487,154.56281,0.11226258,154.58185,0.35163033,-21.485544
334,0.036439177,-29.428394,0.1141112,154.51985,0.11220881,154.56879,0.35164937,-21.545975
335,0.036426093,-29.459261,0.11405732,154.46553,0.1122529,154.50108,0.35176224,-21.600449
336,0.036366761,-29.480947,0.11405585,154.41315,0.11232983,154.36266,0.35163811,-21.666189
337,0.036409434,-29.574751,0.11408156,154.36859,0.11236922,154.27945,0.35162526,-21.726254
338,0.036442425,-29.624519,0.11408308,154.29874,0.11242993,154.28024,0.35172892,-21.806807
339,0.036436599,-29.68108,0.11408542,154.2438,0.11230294,154.2334,0.35164389,-21.855059
340,0.03640062,-29.77726,0.11404727,154.20462,0.11218707,154.17673,0.35163587,-21.917356
341,0.036418848,-29.795397,0.11402328,154.15573,0.11236408,154.1097,0.35163367,-21.991671
342,0.036440548,-29.738909,0.11403181,154.08636,0.11230578,154.07904,0.35165226,-22.064226
343,0.036415651,-29.707933,0.11404427,154.03979,0.1123904,154.00121,0.35164014,-22.114521
344,0.036402803,-29.837305,0.11402956,153.99719,0.11248132,153.94029,0.35162595,-22.179815
345,0.036404841,-29.831821,0.11405305,153.95085,0.11226662,153.86047,0.35172006,-22.246122
346,0.036416639,-29.931168,0.11406483,153.88216,0.1121796,153.87979,0.35166469,-22.327963
347,0.036432095,-30.008966,0.11406361,153.8129,0.11230121,153.79198,0.35165486,-22.387007
348,0.036426302,-30.012434,0.11404449,153.77768,0.11229723,153.71748,0.35157621,-22.435982
349,0.036444288,-30.104137,0.11403316,153.74052,0.11210845,153.69722,0.35155067,-22.495766
350,0.036442786,-30.059944,0.11401661,153.6608,0.11215207,153.68646,0.35157257,-22.573893
351,0.036419939,-30.035616,0.11400768,153.60519,0.11218451,153.70218,0.35157833,-22.64938
352,0.036369506,-30.104383,0.11400493,153.55821,0.11223998,153.51714,0.35163265,-22.7026
353,0.036351088,-30.215933,0.11399838,153.505,0.11222536,153.43747,0.35160723,-22.770638
354,0.036398605,-30.309856,0.11401682,153.44247,0.1122878,153.33496,0.35151088,-22.839884
355,0.03638206,-30.291515,0.11406338,153.41037,0.1122783,153.35107,0.35157382,-22.909159
356,0.036374051,-30.322226,0.1140392,153.37291,0.11215093,153.35059,0.35156444,-22.955189
357,0.036394075,-30.386204,0.11401553,153.31078,0.11220019,153.18993,0.35165641,-23.025824
358,0.036413904,-30.426479,0.11401872,153.24104,0.11237356,153.12277,0.3516925,-23.094107
359,0.036407307,-30.455685,0.11399463,153.17897,0.11219019,153.1244,0.35172248,-23.14892
360,0.036412388,-30.486273,0.1139995,153.12416,0.11214533,153.11287,0.35162538,-23.213423
361,0.036394637,-30.603512,0.113986,153.07214,0.11204001,153.05017,0.35164616,-23.309111
362,0.036381707,-30.689032,0.11396197,153.00328,0.11196477,153.08232,0.35163611,-23.353512
363,0.036344003,-30.643198,0.11395552,152.95267,0.11203109,153.01756,0.35150823,-23.413424
364,0.036382165,-30.693842,0.11397485,152.90829,0.11187653,152.90236,0.35152647,-23.468145
365,0.036438003,-30.801346,0.11401298,152.83838,0.1120018,152.88402,0.351632,-23.532576
366,0.036426689,-30.833122,0.1139935,152.79688,0.11225817,152.83334,0.35165286,-23.596981
367,0.036380228,-30.852579,0.11396804,152.73705,0.11214736,152.72388,0.35158792,-23.650747
368,0.036384169,-30.946121,0.11393958,152.67165,0.11204652,152.74525,0.35167623,-23.713911
369,0.036375243,-31.011112,0.11397021,152.63818,0.11214569,152.69472,0.35163435,-23.778067
370,0.036399215,-30.983685,0.11397807,152.58539,0.11212173,152.69957,0.35159114,-23.867094
371,0.036375217,-30.950054,0.11395449,152.52385,0.11220947,152.5067,0.35163563,-23.925085
372,0.036357213,-31.035999,0.11391774,152.45668,0.11224554,152.38518,0.35145715,-23.977682
373,0.036372777,-31.031708,0.11394725,152.39159,0.11213432,152.39577,0.35141373,-24.061872
374,0.036410015,-31.079187,0.11395523,152.34222,0.11207205,152.36417,0.35143307,-24.11434
375,0.036406796,-31.22184,0.11393807,152.28606,0.11221924,152.30067,0.35152701,-24.173578
376,0.036358844,-31.280788,0.11394287,152.24022,0.11218242,152.19572,0.35161626,-24.24828
377,0.036362179,-31.286621,0.1139643,152.1907,0.11208503,152.13136,0.35161451,-24.317739
378,0.03638573,-31.319386,0.11395732,152.13208,0.11215314,152.12477,0.35151213,-24.381296
379,0.036337141,-31.501266,0.11395302,152.07695,0.11220489,152.07234,0.3515321,-24.424717
380,0.036378227,-31.557541,0.11396507,152.01981,0.11228619,151.96487,0.35152864,-24.500565
381,0.036389507,-31.470863,0.1139377,151.96623,0.11227641,151.90541,0.3515633,-24.576675
382,0.03634939,-31.480133,0.11391189,151.9189,0.11212271,152.00058,0.35168189,-24.632463
383,0.036338501,-31.545404,0.11389497,151.86385,0.11215135,151.86916,0.35159543,-24.713331
384,0.036308698,-31.621893,0.11390643,151.79099,0.11216937,151.78514,0.35167477,-24.782932
385,0.036325615,-31.721292,0.11388768,151.73822,0.11207382,151.70407,0.35163608,-24.837416
386,0.036353178,-31.782198,0.11391812,151.70251,0.11207664,151.66035,0.35156825,-24.892559
387,0.036385044,-31.784462,0.11393434,151.65109,0.11214567,151.53531,0.35159549,-24.941719
388,0.036393184,-31.841389,0.11391104,151.6028,0.11205194,151.49249,0.35151589,-25.014214
389,0.036362227,-31.873474,0.11391991,151.53357,0.1120766,151.41156,0.35154074,-25.07085
390,0.036361717,-31.844398,0.11389269,151.48378,0.11229669,151.4214,0.35162055,-25.142963
391,0.0363511,-31.997766,0.11391466,151.4239,0.11222631,151.42822,0.35156551,-25.220966
392,0.036320258,-32.037224,0.11391135,151.35335,0.11212333,151.42789,0.35157192,-25.283037
393,0.036329497,-32.099289,0.11388208,151.29773,0.11209271,151.31079,0.3516081,-25.338785
394,0.036366846,-32.205528,0.11389848,151.25096,0.11215073,151.28958,0.3515974,-25.392839
395,0.0363594,-32.202858,0.11389687,151.20157,0.11220851,151.26627,0.35148427,-25.486036
396,0.036323488,-32.160568,0.11390874,151.13771,0.11202414,151.18967,0.35146496,-25.560896
397,0.036306959,-32.263622,0.11393148,151.07166,0.11209146,151.07092,0.35150033,-25.619324
398,0.036308996,-32.318703,0.11390565,151.03201,0.111992,150.93494,0.3515231,-25.666582
399,0.036267471,-32.367596,0.11386687,150.95317,0.11207423,150.90894,0.35154814,-25.730778
400,0.036327239,-32.408611,0.11389311,150.91576,0.11216706,150.88269,0.35155454,-25.796326
401,0.036329802,-32.430939,0.11392339,150.87288,0.11225054,150.88222,0.35147378,-25.872992
402,0.036316141,-32.474216,0.11387321,150.81049,0.11206122,150.84213,0.35142931,-25.939507
403,0.036299944,-32.559807,0.11383148,150.74133,0.11192837,150.78084,0.35148308,-26.000364
404,0.036303595,-32.701286,0.11382804,150.67966,0.11207262,150.71454,0.35146233,-26.057396
405,0.036345486,-32.716328,0.11387094,150.63689,0.11207921,150.58098,0.35150343,-26.126558
406,0.036297709,-32.698971,0.11390669,150.57375,0.11202582,150.53241,0.35148454,-26.190168
407,0.036308203,-32.706814,0.11387917,150.53864,0.11201414,150.46286,0.35148832,-26.242979
408,0.036298398,-32.814163,0.11385309,150.48547,0.11180851,150.40158,0.35149699,-26.307575
409,0.036326122,-32.806671,0.11389415,150.41968,0.11175172,150.33711,0.35146046,-26.381243
410,0.036330871,-32.775028,0.11383829,150.3629,0.11187521,150.36867,0.35151395,-26.437458
411,0.036283225,-32.870415,0.11383968,150.2888,0.1118182,150.33939,0.35144624,-26.494913
412,0.036288038,-33.09684,0.11383166,150.22887,0.11201087,150.15956,0.35140109,-26.546495
413,0.036382683,-33.054295,0.11384956,150.16142,0.11206121,150.16441,0.35146818,-26.641665
414,0.036340747,-33.062153,0.11382406,150.10732,0.11193784,150.00334,0.35154101,-26.69203
415,0.036313426,-33.140434,0.11380561,150.04915,0.1118886,149.96837,0.35151011,-26.755713
416,0.036320549,-33.16898,0.11385392,150.00003,0.11200525,149.96278,0.35146245,-26.835211
417,0.036250055,-33.106144,0.11383244,149.94276,0.1120072,149.96277,0.35155052,-26.898886
418,0.036291845,-33.18404,0.11382764,149.8868,0.11203346,149.91991,0.35156649,-26.948847
419,0.036289483,-33.278618,0.1138178,149.82661,0.11203457,149.84818,0.35151726,-27.005363
420,0.036302909,-33.370789,0.11383331,149.76346,0.11204042,149.81648,0.35147408,-27.084364
421,0.036297876,-33.41394,0.11386422,149.71265,0.11201181,149.81424,0.35142094,-27.150126
422,0.036263127,-33.38464,0.11384901,149.64693,0.11207038,149.76692,0.3514007,-27.224121
423,0.03620626,-33.532101,0.11379366,149.60582,0.11199222,149.65195,0.35143763,-27.274303
424,0.036258429,-33.566193,0.11380791,149.53886,0.11194221,149.56537,0.35147667,-27.354267
425,0.036301881,-33.61097,0.11383484,149.48196,0.11192976,149.4254,0.35150686,-27.408369
426,0.036268521,-33.679916,0.11381113,149.42766,0.11194772,149.49898,0.35156104,-27.463699
427,0.03620841,-33.655762,0.11379138,149.36317,0.11191521,149.45013,0.35134637,-27.52956
428,0.036219694,-33.795277,0.11380114,149.30199,0.11191432,149.28136,0.35145387,-27.597174
429,0.036212865,-33.849026,0.11381843,149.24352,0.11203633,149.2514,0.35144275,-27.66778
430,0.036235929,-33.840836,0.11382457,149.19826,0.11213853,149.21196,0.35137433,-27.722851
431,0.036278691,-33.922676,0.11379543,149.13066,0.11203438,149.11028,0.3514562,-27.792995
432,0.036273409,-33.992714,0.11380584,149.08559,0.11193405,149.0289,0.35143685,-27.855766
433,0.036263935,-34.057529,0.11379413,149.02023,0.11194965,149.04034,0.35138354,-27.937761
434,0.036274608,-34.078697,0.11380447,148.94852,0.11193356,149.01424,0.35139704,-28.021267
435,0.036247816,-34.110691,0.11380363,148.91621,0.11194214,148.90919,0.35138088,-28.059132
436,0.036285967,-34.20668,0.11377383,148.85393,0.11183859,148.81674,0.35142228,-28.121674
437,0.036290299,-34.230667,0.11379005,148.78624,0.11183029,148.77773,0.35142681,-28.182793
438,0.036227912,-34.271858,0.1138019,148.74126,0.1119514,148.68266,0.35139561,-28.244837
439,0.036249503,-34.339481,0.11378773,148.67624,0.1120486,148.68167,0.35135114,-28.302519
440,0.036256026,-34.341042,0.11376998,148.6189,0.11200175,148.58989,0.3513191,-28.386513
441,0.036258161,-34.403828,0.1137949,148.58189,0.11197991,148.5466,0.35140002,-28.451834
442,0.036271371,-34.555252,0.11377111,148.5157,0.11193451,148.52045,0.35142016,-28.500345
443,0.036249101,-34.53162,0.11379231,148.44275,0.1119223,148.37402,0.35138547,-28.565634
444,0.036248144,-34.53524,0.11379102,148.39236,0.11195958,148.37421,0.35132995,-28.619518
445,0.036249317,-34.624218,0.11376686,148.32474,0.11207145,148.3381,0.35142648,-28.70142
446,0.03627605,-34.690197,0.11375939,148.27911,0.11189125,148.25862,0.35139653,-28.751646
447,0.036285959,-34.726974,0.11378795,148.2301,0.11196174,148.22285,0.35140312,-28.816668
448,0.036266267,-34.841099,0.1137863,148.17429,0.11198889,148.1049,0.35129848,-28.885115
449,0.036249816,-34.821541,0.11379492,148.10724,0.11191374,148.11723,0.35132915,-28.963892
450,0.036266197,-34.843197,0.1137525,148.04916,0.11176314,148.0591,0.35120696,-29.043602
451,0.036269333,-34.945454,0.11376876,147.97548,0.11189973,147.91771,0.35134861,-29.085159
452,0.036307476,-34.989712,0.11378127,147.91089,0.11192172,147.87135,0.35147044,-29.124674
453,0.036294412,-35.023182,0.11377484,147.86656,0.11191855,147.82103,0.35145152,-29.19412
454,0.036236223,-35.147991,0.11378075,147.80565,0.1118514,147.78792,0.35143554,-29.272736
455,0.036230836,-35.194679,0.11376415,147.75079,0.1118114,147.73288,0.35136965,-29.3601
456,0.036289062,-35.281887,0.11373623,147.68753,0.11187343,147.54991,0.35128674,-29.413998
457,0.036249354,-35.292854,0.11375801,147.64709,0.11180122,147.57544,0.35132399,-29.476988
458,0.036245573,-35.352875,0.11373393,147.56543,0.11178772,147.57048,0.35135758,-29.523203
459,0.036277521,-35.426109,0.11374225,147.52438,0.11180477,147.47906,0.35139316,-29.586348
460,0.036269017,-35.440807,0.11371401,147.47733,0.11199274,147.45432,0.35142213,-29.665783
461,0.036247879,-35.475407,0.11373841,147.38969,0.1120773,147.47548,0.35141298,-29.738091
462,0.036205184,-35.512249,0.11378302,147.33539,0.11192709,147.42006,0.3513034,-29.78303
463,0.036246695,-35.504227,0.11377172,147.28429,0.11181385,147.2811,0.35125798,-29.835796
464,0.036226239,-35.556339,0.11368474,147.22733,0.11209612,147.19089,0.35131016,-29.911007
465,0.036151942,-35.618942,0.11367257,147.18806,0.11216133,147.04681,0.35130516,-29.979033
466,0.036182318,-35.701118,0.11370303,147.11829,0.11193619,147.04271,0.3513585,-30.040203
467,0.036233608,-35.757889,0.11367519,147.05818,0.1117333,147.14743,0.3513265,-30.101059
468,0.036243409,-35.821861,0.11367878,146.98505,0.11174802,147.0817,0.35129496,-30.182741
469,0.036262531,-35.864639,0.1137078,146.92917,0.11196762,146.89531,0.35133174,-30.24604
470,0.036232129,-35.902592,0.11371512,146.87381,0.11197507,146.85823,0.35127115,-30.302462
471,0.036218245,-36.00798,0.11369532,146.81139,0.11186362,146.88673,0.35133809,-30.359058
472,0.036229793,-36.022194,0.11373506,146.74019,0.11183959,146.78349,0.35149845,-30.439949
473,0.036263879,-36.024269,0.11373515,146.69434,0.1119866,146.61469,0.35139653,-30.506571
474,0.036249135,-36.152313,0.11373258,146.63116,0.11192041,146.58051,0.35131496,-30.56311
475,0.03628543,-36.25127,0.11373109,146.58302,0.11204255,146.5891,0.35119483,-30.630735
476,0.036245186,-36.236752,0.11368389,146.52338,0.1119538,146.44817,0.35119393,-30.681211
477,0.036242779,-36.309475,0.11369426,146.47298,0.11202651,146.52441,0.35130322,-30.758635
478,0.036278978,-36.36031,0.11372187,146.4332,0.1118249,146.49263,0.35134342,-30.820385
479,0.036245517,-36.38398,0.113688,146.35695,0.11180252,146.37384,0.35126182,-30.879744
480,0.036231697,-36.453438,0.11366368,146.27455,0.11197456,146.19635,0.35119653,-30.935963
481,0.036271174,-36.570923,0.1136972,146.21973,0.11198636,146.1427,0.35123128,-31.00992
482,0.036226306,-36.61541,0.11370739,146.1781,0.11197047,146.12149,0.35124004,-31.076881
483,0.036257003,-36.692226,0.11371004,146.13217,0.11194088,146.07672,0.35129243,-31.142706
484,0.036304247,-36.76041,0.11369735,146.07225,0.11190417,145.995,0.35128936,-31.20566
485,0.036224075,-36.681343,0.11368379,146.00479,0.1117541,145.95598,0.35133505,-31.278776
486,0.036159638,-36.719326,0.11366344,145.93227,0.11175759,145.91449,0.35134715,-31.332809
487,0.036194526,-36.736988,0.11367952,145.85603,0.11186636,145.86334,0.35128352,-31.429415
488,0.03622131,-36.895084,0.11371066,145.8215,0.11185534,145.83395,0.3511458,-31.473936
489,0.036208976,-36.974861,0.11373061,145.75711,0.11203784,145.74895,0.35120007,-31.535469
490,0.036258884,-37.010765,0.11372894,145.68541,0.11201868,145.72469,0.35126927,-31.598097
491,0.036217649,-37.038383,0.11371898,145.63802,0.11193292,145.62643,0.35127705,-31.668325
492,0.036164615,-37.166416,0.11369193,145.57039,0.11191506,145.51395,0.35126778,-31.744955
493,0.036165014,-37.164158,0.11366454,145.51033,0.11190473,145.55498,0.35136384,-31.8022
494,0.03616786,-37.200542,0.11366792,145.46896,0.11178325,145.52667,0.35137075,-31.848701
495,0.036205046,-37.211102,0.11366738,145.42026,0.11179444,145.45247,0.35127386,-31.905428
496,0.036219571,-37.25528,0.11365925,145.37225,0.11186897,145.32518,0.35136655,-31.975014
497,0.036204752,-37.316814,0.11366682,145.29137,0.11184832,145.26392,0.35136089,-32.053326
498,0.03617258,-37.362907,0.11364637,145.2386,0.11192434,145.26186,0.35131156,-32.108391
